City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,hotan,37.0997,79.9269,26.51,10,24,5.6,CN,1713784009
289,newman,37.3138,-121.0208,15.72,87,1,1.34,US,1713784095
290,inongo,-1.95,18.2667,29.36,61,94,1.15,CD,1713784098
291,obo,5.3998,26.4869,38.3,24,24,2.23,CF,1713784100
292,susuman,62.7833,148.1667,-10.57,96,36,0.89,RU,1713784103
293,faya-largeau,17.9257,19.1043,43.21,6,1,6.73,TD,1713784106
294,copiapo,-27.3667,-70.3333,15.52,83,31,0.61,CL,1713784109
295,dompu,-8.5356,118.4622,25.5,96,100,1.34,ID,1713784112
296,ribeira brava,32.65,-17.0667,22.06,64,93,0.86,PT,1713784112
297,dubbo,-32.25,148.6167,16.07,67,0,4.12,AU,1713783344
298,masterton,-40.9597,175.6575,10.49,95,89,1.22,NZ,1713783925
299,northam,51.0333,-4.2167,12.03,78,98,3.21,GB,1713784113
300,okhotsk,59.3833,143.3,-2.5,96,100,1.61,RU,1713784115
301,posto fiscal rolim de moura,-13.0833,-62.2667,23.62,95,99,0.86,BR,1713784117
302,belyy yar,53.6039,91.3903,10.94,43,0,8.0,RU,1713784118
303,flying fish cove,-10.4217,105.6791,26.82,100,100,4.63,CX,1713784120
304,merizo village,13.2658,144.6691,28.31,86,28,6.76,GU,1713784123
305,touros,-5.1989,-35.4608,27.93,80,100,4.41,BR,1713784126
306,magadan,59.5667,150.8,-0.82,94,57,1.54,RU,1713783850
307,changshu city,31.6462,120.7422,15.38,85,97,3.19,CN,1713784130
308,kamen'-na-obi,53.7884,81.3423,10.18,44,9,7.39,RU,1713784132
309,remire-montjoly,4.9167,-52.2667,25.02,94,100,0.0,GF,1713784134
310,yichang,30.7144,111.2847,20.2,77,100,1.62,CN,1713783995
311,flin flon,54.7682,-101.865,-0.76,97,99,3.73,CA,1713784139
312,shingu,33.7333,135.9833,16.86,91,100,2.28,JP,1713784142
313,danielskuil,-28.1887,23.5395,27.44,23,72,9.91,ZA,1713784144
314,zyryanskoye,56.8306,86.6258,3.3,67,100,6.1,RU,1713784146
315,ribas do rio pardo,-20.4431,-53.7592,22.45,73,0,1.71,BR,1713784146
316,tsiombe,-25.3,45.4833,29.87,36,0,3.55,MG,1713784146
317,guiyang,26.5833,106.7167,15.95,90,100,3.05,CN,1713783855
318,papao,-17.75,-149.55,25.37,78,38,3.11,PF,1713784147
319,decatur,39.8403,-88.9548,4.58,80,0,3.09,US,1713784147
320,taroa,8.7058,171.2275,27.86,85,92,7.53,MH,1713784147
321,mersa matruh,31.3525,27.2453,27.24,35,66,6.86,EG,1713784148
322,cruz bay,18.3313,-64.7937,26.42,81,29,6.46,VI,1713784148
323,klyuchi,52.2667,79.1667,17.13,24,19,7.82,RU,1713784148
324,kourou,5.1552,-52.6478,25.03,90,100,1.84,GF,1713784151
325,sotnikovskoye,45.0039,43.7772,21.1,36,58,3.19,RU,1713784154
326,robertsport,6.7533,-11.3686,27.75,81,100,3.01,LR,1713784155
327,santarem,-2.4431,-54.7083,25.07,94,75,0.0,BR,1713784158
328,labytnangi,66.6572,66.4183,-10.35,78,63,5.26,RU,1713784160
329,vilhena,-12.7406,-60.1458,21.47,99,100,0.96,BR,1713783972
330,qamdo,31.1667,97.2333,7.06,32,79,1.23,CN,1713784165
331,auki,-8.7676,160.7034,26.82,85,60,0.46,SB,1713784168
332,rawson,-43.3002,-65.1023,8.76,70,74,5.28,AR,1713784169
333,tukrah,32.5341,20.5791,33.56,19,93,12.5,LY,1713784171
334,forshaga,59.5254,13.4813,3.29,44,20,3.09,SE,1713784174
335,yilan,24.757,121.753,27.81,88,100,0.72,TW,1713784177
336,luderitz,-26.6481,15.1594,23.31,56,11,5.14,NA,1713784178
337,saint-pierre,-21.3393,55.4781,28.82,65,100,3.09,RE,1713784182
338,bulungu,-4.55,18.6,34.94,41,27,2.08,CD,1713784184
339,amnat charoen,15.9167,104.75,38.92,21,52,3.15,TH,1713784187
340,jalalpur,32.6374,74.2183,31.93,29,40,7.2,PK,1713784188
341,pyt-yakh,60.7499,72.8582,-7.97,75,100,6.89,RU,1713784188
342,tannum sands,-23.9504,151.3693,21.94,68,11,5.66,AU,1713784188
343,bontang,0.1333,117.5,27.94,86,75,3.58,ID,1713784188
344,kralendijk,12.15,-68.2667,27.99,83,40,4.63,BQ,1713784189
345,kargasok,59.0556,80.8572,1.09,100,97,4.92,RU,1713784189
346,atafu village,-8.5421,-172.5159,29.59,73,31,3.03,TK,1713784189
347,conception bay south,47.4999,-52.9981,5.41,98,100,2.88,CA,1713784189
348,saint-felicien,48.6501,-72.4491,-10.12,44,71,5.68,CA,1713784190
349,vilyuysk,63.7553,121.6247,0.56,100,100,3.58,RU,1713784193
350,labrador city,52.9463,-66.9114,-11.57,90,100,5.98,CA,1713784195
351,selfoss,63.9331,-20.9971,8.36,52,64,1.83,IS,1713784198
352,idri,27.5,13.2667,39.65,5,99,10.83,LY,1713784201
353,kimberley,-28.7323,24.7623,29.96,19,96,10.7,ZA,1713784204
354,christchurch,-43.5333,172.6333,10.11,81,100,2.06,NZ,1713784206
355,basni,27.1667,73.65,35.46,16,38,4.85,IN,1713784212
356,al bayda',32.7627,21.7551,29.71,16,100,15.81,LY,1713784215
357,dakoro,14.5106,6.765,38.27,22,99,4.41,NE,1713784218
358,laela,-8.5667,32.05,23.41,67,28,2.53,TZ,1713784221
359,bengkulu,-3.8004,102.2655,27.8,84,96,1.68,ID,1713784171
360,boende,-0.2167,20.8667,38.37,32,10,1.05,CD,1713784226
361,estherville,43.4016,-94.8328,5.31,64,0,4.63,US,1713784229
362,ingeniero jacobacci,-41.3427,-69.5448,2.59,98,100,4.03,AR,1713784230
363,vengerovo,55.6848,76.7471,11.08,40,39,8.54,RU,1713784233
364,grand-bassam,5.2118,-3.7388,27.98,64,100,2.11,CI,1713784233
365,ilhabela,-23.7781,-45.3581,22.9,72,0,1.01,BR,1713784234
366,kingston,17.997,-76.7936,25.09,88,2,1.12,JM,1713784235
367,vokhtoga,58.8147,41.0461,18.51,61,91,5.41,RU,1713784235
368,rio claro,-22.4114,-47.5614,18.89,65,0,1.55,BR,1713784236
369,ilebo,-4.3167,20.5833,36.43,37,74,1.76,CD,1713784236
370,ponta delgada,37.7333,-25.6667,18.44,88,40,3.09,PT,1713784191
371,bechar,31.6167,-2.2167,21.69,25,5,0.89,DZ,1713784238
372,vuktyl,63.8567,57.3094,-4.38,57,98,5.36,RU,1713784239
373,muang khong,14.1167,105.85,37.18,24,19,1.09,LA,1713784240
374,bandiagara,14.3501,-3.6104,38.1,24,94,5.48,ML,1713784242
375,pamandzi,-12.7967,45.2794,30.88,74,75,4.63,YT,1713784244
376,saudarkrokur,65.7461,-19.6394,7.28,50,56,5.08,IS,1713784244
377,belmar,40.1785,-74.0218,6.68,68,0,1.54,US,1713784244
378,cromer,52.9312,1.2989,10.04,61,100,3.48,GB,1713783972
379,kriva palanka,42.2019,22.3319,13.84,48,76,1.73,MK,1713784244
380,tinajo,29.0788,-13.7081,22.49,53,20,6.69,ES,1713784245
381,bataipora,-22.2953,-53.2711,22.31,75,0,2.47,BR,1713784245
382,bikenibeu village,1.3673,173.1241,27.98,89,75,2.06,KI,1713784246
383,anna regina,7.2644,-58.5077,27.05,75,72,1.69,GY,1713784248
384,tromso,69.6496,18.957,2.01,41,0,9.26,NO,1713784251
385,baoshan,46.5586,131.4244,12.56,60,100,3.1,CN,1713784254
386,nova sintra,14.8667,-24.7167,19.77,68,82,6.0,CV,1713784256
387,abu road,24.4833,72.7833,36.74,13,0,5.97,IN,1713784259
388,cruzeiro do sul,-29.5128,-51.9853,20.84,94,98,1.24,BR,1713784262
389,jammalamadugu,14.8333,78.4,42.41,12,37,2.79,IN,1713784265
390,axim,4.8699,-2.2405,30.68,68,100,1.74,GH,1713784267
391,mayya,61.7333,130.2811,4.62,97,100,2.01,RU,1713784270
392,soio,-6.1349,12.3689,30.52,70,98,2.05,AO,1713784273
393,san juan bautista,-14.0108,-75.7358,20.41,84,35,0.75,PE,1713784274
394,pola de lena,43.1609,-5.8288,12.81,41,10,3.11,ES,1713784277
395,vilyuchinsk,52.9306,158.4028,2.92,79,22,2.4,RU,1713784279
396,aykhal,66.0,111.5,-1.15,98,100,3.68,RU,1713784280
397,sao vicente,-23.9631,-46.3919,26.26,26,0,1.36,BR,1713784281
398,kabarnet,0.4919,35.743,25.11,43,92,2.19,KE,1713784283
399,paraiso,9.8383,-83.8656,19.53,100,77,0.94,CR,1713784284
400,mana,5.6592,-53.7767,26.09,89,69,3.82,GF,1713784287
401,prainha,-1.8,-53.48,23.55,99,100,1.0,BR,1713784290
402,skagen,57.7209,10.5839,2.93,56,42,5.23,DK,1713784291
403,kill devil hills,36.0307,-75.676,11.1,55,100,7.2,US,1713784292
404,gopalpur,19.2667,84.9167,32.03,64,84,6.56,IN,1713784236
405,nova vicosa,-17.8919,-39.3719,25.31,83,11,1.65,BR,1713784293
406,longgang,37.6508,120.3286,16.5,66,82,5.19,CN,1713784296
407,andergrove,-21.0833,149.1833,23.14,82,42,10.75,AU,1713784023
408,dolores,-36.3132,-57.6792,13.89,68,84,5.74,AR,1713784252
409,aripuana,-9.1667,-60.6333,23.31,99,100,0.56,BR,1713784308
410,alofi,-19.0595,-169.9187,21.94,94,95,1.54,NU,1713784310
411,huancabamba,-5.2386,-79.4506,14.81,88,100,1.34,PE,1713784313
412,fortaleza,-3.7227,-38.5247,28.07,78,75,3.09,BR,1713784242
413,broome,42.2506,-75.833,1.78,79,11,0.45,US,1713784317
414,el bauga,18.262,33.9081,38.86,8,0,4.02,SD,1713784319
415,jimma,7.6667,36.8333,29.58,29,36,1.0,ET,1713784320
416,narvik,68.4384,17.4272,2.67,54,1,3.84,NO,1713784323
417,nyala,12.05,24.8833,39.03,15,14,4.28,SD,1713784328
418,portland,45.5234,-122.6762,7.56,84,0,2.68,US,1713784152
419,kiunga,-6.1219,141.2906,24.92,93,97,0.53,PG,1713784330
420,mahajanga,-15.7167,46.3167,32.28,56,4,2.74,MG,1713784331
421,kununurra,-15.7667,128.7333,23.99,60,5,0.0,AU,1713784331
422,lihue,21.9789,-159.3672,21.77,77,40,8.23,US,1713784331
423,arinos,-15.9169,-46.1056,22.36,74,3,1.49,BR,1713784331
424,tabatinga,-4.2525,-69.9381,25.0,88,40,1.54,BR,1713784332
425,sechura,-5.5569,-80.8222,22.57,78,100,4.41,PE,1713784332
426,prado,-17.3411,-39.2208,24.35,90,36,2.7,BR,1713784332
427,pyapon,16.2833,95.6833,37.63,33,36,5.4,MM,1713784335
428,zhezqazghan,47.7833,67.7667,26.32,27,0,12.0,KZ,1713784338
429,ridgecrest,35.6225,-117.6709,20.92,42,0,1.54,US,1713784342
430,gargalianoi,37.0667,21.6333,22.34,45,95,4.88,GR,1713784345
431,east ballina,-28.8667,153.5833,18.22,73,80,6.04,AU,1713784347
432,warmbad,-28.45,18.7333,29.7,19,14,3.25,NA,1713784350
433,pont rouge,48.8833,-72.0825,-10.87,39,58,6.46,CA,1713784353
434,dunay,42.8803,132.3375,7.07,87,90,6.28,RU,1713784355
435,floro,61.5996,5.0328,10.13,49,75,3.09,NO,1713784358
436,namibe,-15.1961,12.1522,30.16,54,45,3.96,AO,1713784360
437,narasannapeta,18.4167,84.05,33.34,56,59,8.44,IN,1713784363
438,banikoara,11.2985,2.4386,31.97,44,100,3.93,BJ,1713784366
439,al kharj,24.155,47.3346,36.6,8,0,5.12,SA,1713784368
440,hasaki,35.7333,140.8333,16.22,71,96,5.84,JP,1713784371
441,kurumkan,54.3,110.3,7.85,53,90,0.45,RU,1713784374
442,namtsy,62.7161,129.6658,0.84,98,100,2.27,RU,1713784377
443,howard springs,-12.497,131.047,26.95,84,45,1.51,AU,1713784379
444,kavaratti,10.5669,72.642,30.39,72,18,2.63,IN,1713784381
445,bardai,11.65,7.2333,37.26,21,82,2.59,NG,1713784382
446,arauquita,7.0292,-71.4281,22.59,97,100,1.3,CO,1713784382
447,general acha,-37.377,-64.6043,9.82,84,100,6.56,AR,1713784383
448,peniche,39.3558,-9.3811,24.05,75,65,2.17,PT,1713784220
449,fort mcmurray,56.7268,-111.381,3.56,71,84,1.84,CA,1713784383
450,antofagasta,-23.65,-70.4,17.67,84,41,2.84,CL,1713784339
451,tralee,52.2704,-9.7026,14.8,73,53,2.59,IE,1713784209
452,kruisfontein,-34.0033,24.7314,22.71,59,0,9.41,ZA,1713784386
453,koksan,38.7819,126.6664,12.06,72,75,2.94,KP,1713784389
454,sambava,-14.2667,50.1667,28.94,74,77,5.15,MG,1713784391
455,guapi,2.5708,-77.8854,23.31,97,100,1.95,CO,1713784394
456,smithers,54.7804,-127.1743,1.52,87,81,1.48,CA,1713784397
457,burnie,-41.0667,145.9167,12.47,85,95,2.88,AU,1713784385
458,ruwandiz,36.6163,44.5311,25.1,37,14,2.38,IQ,1713784401
459,zima,53.9202,102.0442,4.09,83,100,1.24,RU,1713784403
460,belozersk,60.0326,37.7957,12.77,67,68,6.26,RU,1713784407
461,den burg,53.0542,4.7972,11.08,64,100,6.69,NL,1713784409
462,aparecida do taboado,-20.0867,-51.0936,22.46,67,3,1.71,BR,1713784411
463,colonia,50.9333,6.95,10.23,55,20,2.06,DE,1713784142
464,chadan,51.2833,91.5833,9.05,74,100,1.78,RU,1713784419
465,raymondville,26.4815,-97.7831,17.35,70,100,4.33,US,1713784422
466,tarnogskiy gorodok,60.4997,43.5761,16.05,49,98,6.44,RU,1713784425
467,coxim,-18.5067,-54.76,23.12,77,5,1.6,BR,1713784428
468,mejit,10.2753,170.8646,27.33,88,93,8.48,MH,1713784430
469,oloron-sainte-marie,43.1944,-0.6107,11.96,44,12,3.92,FR,1713784433
470,lemvig,56.5486,8.3102,8.97,47,34,3.59,DK,1713784436
471,mitu,1.1983,-70.1733,22.7,100,100,0.98,CO,1713784438
472,edinboro,41.8742,-80.1317,1.4,87,1,0.45,US,1713784439
473,lionel town,17.8101,-77.2406,25.5,87,15,2.39,JM,1713784439
474,clarksville,36.5298,-87.3595,3.14,88,0,0.0,US,1713784440
475,san colombano al lambro,45.1841,9.4868,6.72,91,100,5.62,IT,1713784307
476,tafuna,-14.3358,-170.72,28.97,84,75,3.09,AS,1713784440
477,berdigestyakh,62.0989,126.6992,1.4,100,100,3.53,RU,1713784440
478,nogliki,51.8333,143.1667,-3.14,96,42,1.79,RU,1713784441
479,crane,31.3974,-102.3501,10.31,67,100,3.73,US,1713784441
480,uray,60.1247,64.7758,3.26,83,93,3.13,RU,1713784299
481,myitkyina,25.3833,97.4,31.91,37,95,2.46,MM,1713784442
482,booue,-0.0921,11.9385,31.11,75,98,0.87,GA,1713784442
483,chonchi,-42.6128,-73.8092,6.73,94,100,0.93,CL,1713784442
484,puerto armuelles,8.2833,-82.8667,24.49,90,72,1.79,PA,1713784443
485,vostochnyy,55.8167,37.8667,15.66,87,84,8.17,RU,1713784445
486,whangarei,-35.7317,174.3239,14.8,79,4,3.33,NZ,1713784413
487,linxia chengguanzhen,35.6003,103.2064,11.73,43,97,6.3,CN,1713784447
488,holbrook,40.8123,-73.0784,7.66,68,20,2.06,US,1713784448
489,mohpa,21.3167,78.8167,27.64,20,98,4.89,IN,1713784450
490,tatarsk,55.219,75.9828,12.64,38,16,8.16,RU,1713784359
491,embu,-23.6489,-46.8522,21.17,62,0,1.83,BR,1713784454
492,manacapuru,-3.2997,-60.6206,23.96,95,100,2.14,BR,1713784456
493,buga,3.9009,-76.2978,20.84,97,100,0.41,CO,1713784313
494,acarau,-2.8856,-40.12,25.4,90,100,4.01,BR,1713784462
495,cidreira,-30.1811,-50.2056,20.24,78,88,1.16,BR,1713784463
496,muscat,23.6139,58.5922,30.01,64,0,3.76,OM,1713783889
497,najran,17.4924,44.1277,34.36,31,55,3.21,SA,1713784297
498,frontera,26.9333,-101.45,14.38,89,100,1.79,MX,1713784470
499,zhangye,38.9342,100.4517,15.77,14,1,4.83,CN,1713784452
500,laguna,38.421,-121.4238,17.02,89,0,0.0,US,1713784237
501,west fargo,46.875,-96.9004,8.0,53,0,7.2,US,1713784478
502,barbastro,42.0356,0.1269,15.3,17,5,1.93,ES,1713784481
503,pangoa,-12.1167,-73.0,20.7,99,100,1.01,PE,1713784482
504,ixtapa,20.7,-105.2,19.01,77,0,0.0,MX,1713784484
505,astrakhan,46.3497,48.0408,25.93,44,0,7.0,RU,1713784265
506,makaha,21.4694,-158.2175,23.95,68,100,3.6,US,1713784489
507,new norfolk,-42.7826,147.0587,13.73,92,100,1.43,AU,1713784490
508,pathein,16.7833,94.7333,31.61,57,4,6.12,MM,1713784492
509,chimore,-16.9833,-65.1333,23.37,98,90,0.27,BO,1713784495
510,metlili chaamba,32.2667,3.6333,18.52,26,0,6.69,DZ,1713784497
511,newport,51.5877,-2.9984,11.4,73,100,1.65,GB,1713784502
512,alcoy,38.7054,-0.4743,16.66,69,90,1.92,ES,1713784494
513,yuzhno-kurilsk,44.0306,145.8556,2.43,97,100,3.3,RU,1713784507
514,kulu,39.0951,33.0799,21.16,24,63,6.43,TR,1713784509
515,buzuluk,52.7807,52.2635,26.09,32,76,6.71,RU,1713784349
516,tamanrasset,22.785,5.5228,30.95,10,0,8.23,DZ,1713784450
517,taksimo,56.3444,114.8794,4.29,63,94,1.87,RU,1713784516
518,salinas,36.6777,-121.6555,13.31,85,0,0.0,US,1713784519
519,konstantinovskoye,45.2992,42.6367,20.32,39,77,1.94,RU,1713784521
520,eyl,7.9803,49.8164,31.97,52,95,5.98,SO,1713784526
521,jerantut,3.936,102.3626,26.46,94,100,1.13,MY,1713784510
522,pavlodar,52.3,76.95,17.89,27,0,7.0,KZ,1713784268
523,hat yai,7.0084,100.4767,34.1,52,20,4.12,TH,1713784465
524,necochea,-38.5473,-58.7368,11.2,63,96,4.88,AR,1713784507
525,alice springs,-23.7,133.8833,17.75,52,100,1.54,AU,1713784395
526,akureyri,65.6835,-18.0878,8.96,37,0,1.03,IS,1713784549
527,mbabane,-26.3167,31.1333,30.38,21,31,3.19,SZ,1713784356
528,calheta,32.7167,-17.1833,22.06,51,94,1.34,PT,1713784554
529,bam,29.106,58.357,29.03,19,63,2.35,IR,1713784479
530,seven pagodas,12.6264,80.1722,34.03,62,97,5.9,IN,1713784560
531,keyser,39.4409,-78.9739,2.4,91,0,1.65,US,1713784564
532,mangrol,21.1167,70.1167,29.93,55,0,8.74,IN,1713784567
533,praia da vitoria,38.7333,-27.0667,17.64,77,20,3.0,PT,1713784568
534,nagqu,31.5,92.0,8.68,11,100,10.66,CN,1713784441
535,sonoita,31.85,-112.8333,21.45,20,0,1.65,MX,1713784576
536,virovitica,45.8319,17.3839,9.75,56,99,2.82,HR,1713784526
537,pokaran,26.9167,71.9167,36.51,12,32,5.05,IN,1713784582
538,simanggang,1.2472,111.4528,31.99,79,100,1.03,MY,1713784584
539,port shepstone,-30.7414,30.455,23.83,84,100,1.9,ZA,1713784303
540,aldinga beach,-35.2793,138.4604,20.91,41,4,2.2,AU,1713784588
541,ust'-barguzin,53.45,108.9833,0.43,91,73,0.43,RU,1713784590
542,bangor,54.6534,-5.669,11.73,81,100,5.14,GB,1713784593
543,santa ana,33.7456,-117.8678,16.14,89,100,1.54,US,1713784597
544,bo phloi,14.3236,99.5161,38.73,26,96,4.23,TH,1713784599
545,camaqua,-30.8511,-51.8122,18.19,85,100,0.78,BR,1713784581
546,torres,-29.3353,-49.7269,18.81,75,97,0.45,BR,1713784555
547,conde,-7.2597,-34.9075,26.7,89,75,2.06,BR,1713784605
548,sao gabriel da cachoeira,-0.1303,-67.0892,23.3,97,98,0.79,BR,1713784608
549,puerto aysen,-45.4,-72.7,-1.3,97,90,0.53,CL,1713784610
550,ak'ordat,15.5486,37.8867,38.33,7,47,2.0,ER,1713784612
551,sosnovka,56.255,51.2842,23.12,53,94,4.7,RU,1713784617
552,kibale,0.8,31.0667,30.73,37,33,2.12,UG,1713784620
553,labuan,5.2767,115.2417,30.2,79,40,1.03,MY,1713784622
554,mogocha,53.7333,119.7667,1.46,98,100,1.65,RU,1713784625
555,fes,34.0372,-4.9998,22.14,46,40,3.09,MA,1713784626
556,mezhdurechenskiy,59.6,65.9333,3.89,55,71,5.73,RU,1713784629
557,tabas,33.5959,56.9244,32.36,13,61,2.3,IR,1713784631
558,lubango,-14.9172,13.4925,25.3,35,19,3.6,AO,1713784310
559,tambopata,-12.7333,-69.1833,25.94,89,40,1.03,PE,1713784558
560,susanville,40.4163,-120.653,4.34,87,0,2.06,US,1713784639
561,puerto leguizamo,-0.1934,-74.7819,22.53,100,100,0.91,CO,1713784640
562,am timan,11.0297,20.2827,41.11,19,55,2.78,TD,1713784642
563,batyrevo,55.0675,47.6111,23.05,53,100,6.83,RU,1713784644
564,calama,-22.4667,-68.9333,8.27,49,0,7.72,CL,1713784645
565,khandud,36.9513,72.318,8.89,57,91,0.67,AF,1713784647
566,kars,40.602,43.095,20.25,21,40,4.12,TR,1713784574
567,lorengau,-2.0226,147.2712,28.31,74,98,2.54,PG,1713784652
568,ciudad bolivar,8.1222,-63.5497,25.6,77,96,5.27,VE,1713784655
569,daru,-9.0763,143.2092,27.61,87,99,4.85,PG,1713784657
570,midvagur,62.0511,-7.1939,8.46,66,75,2.57,FO,1713784659
571,castillos,-34.1667,-53.8333,17.61,98,100,5.38,UY,1713784662
572,kodinsk,58.6881,99.1844,1.36,96,100,3.27,RU,1713784666
573,port augusta,-32.5,137.7667,19.18,37,3,1.68,AU,1713784668
574,taoudenni,22.6783,-3.9836,34.06,8,0,3.55,ML,1713784671
575,bloomfield,40.8068,-74.1854,7.59,66,0,3.09,US,1713784516
576,at taj,24.2049,23.2857,38.62,7,72,6.74,LY,1713784678
577,kisangani,0.5167,25.2,37.37,32,46,0.46,CD,1713784680
578,upington,-28.4478,21.2561,32.21,14,0,1.54,ZA,1713784683
